interaction_id,mentee_id,mentor_id,interaction_type,session_duration_minutes,rating_given_by_user,helpfulness_score,match_success
11142,47,16,video_call,15,4,10,1
11143,1635,140,chat,58,4,10,0
11144,1169,849,video_call,26,5,6,0
11145,346,442,video_call,19,2,4,0
11146,614,51,video_call,59,4,8,1
11147,26,239,chat,54,5,2,1
11148,1612,356,video_call,29,5,6,1
11149,781,14,chat,57,5,4,0
11150,103,555,chat,12,3,2,0
11151,1599,192,video_call,46,5,8,0
11152,1971,47,video_call,41,5,10,0
11153,1980,707,chat,41,3,2,0
11154,211,798,chat,12,3,10,0
11155,1840,64,video_call,30,3,10,0
11156,1476,501,video_call,35,2,6,0
11157,1257,690,video_call,53,1,4,0
11158,648,617,chat,37,3,10,0
11159,1413,209,chat,53,2,4,0
11160,1156,954,chat,39,4,8,1
11161,640,963,video_call,56,5,6,1
11162,1891,909,chat,56,4,2,0
11163,619,450,chat,8,1,8,0
11164,181,615,video_call,52,1,4,0
11165,751,194,video_call,30,2,6,0
11166,1279,153,video_call,45,4,4,1
11167,23,981,chat,53,1,6,0
11168,657,546,chat,31,2,2,0
11169,1349,665,chat,47,2,10,0
11170,955,58,chat,12,1,6,0
11171,623,150,video_call,12,5,10,1
11172,693,627,chat,43,1,10,0
11173,303,743,chat,25,5,6,1
11174,421,239,chat,46,4,8,1
11175,246,286,video_call,10,2,8,0
11176,1846,271,video_call,53,1,2,0
11177,1161,560,video_call,12,1,2,0
11178,1838,420,video_call,40,2,4,0
11179,561,858,chat,20,2,8,0
11180,712,792,chat,41,3,2,0
11181,1365,527,video_call,46,5,8,1
11182,1360,339,chat,9,4,10,1
11183,584,894,video_call,30,5,10,0
11184,84,914,video_call,22,3,10,0
11185,1462,263,video_call,6,3,10,0
11186,559,51,video_call,43,1,2,0
11187,1958,6,chat,42,3,8,0
11188,1256,554,video_call,43,5,4,1
11189,1990,917,video_call,10,4,8,1
11190,1554,173,chat,56,4,6,1
11191,1875,857,video_call,50,1,8,0
11192,711,3,chat,41,5,10,1
11193,1939,441,chat,6,5,2,1
11194,917,113,video_call,41,1,8,0
11195,1278,385,chat,11,1,6,0
11196,1240,167,video_call,39,4,6,1
11197,1022,297,chat,27,3,10,0
11198,401,609,video_call,10,5,6,0
11199,1497,446,chat,51,3,6,0
11200,1812,579,video_call,21,4,10,1
11201,303,788,chat,38,5,10,0
11202,15,481,chat,50,2,4,0
11203,121,83,chat,7,2,2,0
11204,1005,643,video_call,34,4,4,1
11205,1472,177,chat,26,5,10,1
11206,1325,759,video_call,15,4,8,1
11207,1808,372,video_call,39,1,8,0
11208,1030,881,chat,24,2,6,0
11209,797,480,chat,55,1,2,0
11210,521,891,video_call,56,3,10,0
11211,909,903,chat,25,4,2,1
11212,526,306,chat,39,3,8,0
11213,1164,681,chat,10,5,8,1
11214,1175,875,video_call,59,1,6,0
11215,58,710,video_call,26,3,6,0
11216,638,877,chat,15,3,4,0
11217,1697,113,chat,27,2,10,0
11218,1850,845,chat,57,2,10,0
11219,2000,907,video_call,34,4,8,0
11220,996,366,video_call,59,3,6,0
11221,373,15,video_call,11,3,8,0
11222,1207,608,chat,5,4,6,0
11223,135,105,video_call,22,3,2,0
11224,1630,485,chat,40,2,8,0
11225,459,336,video_call,48,5,8,0
11226,100,896,video_call,41,2,4,0
11227,942,123,chat,31,2,4,0
11228,1755,930,video_call,27,2,8,0
11229,3,87,chat,45,4,4,0
11230,704,344,video_call,58,2,4,0
11231,1624,994,chat,11,2,6,0
11232,1343,814,chat,13,4,2,1
11233,1989,862,video_call,18,2,4,0
11234,1319,643,video_call,8,2,6,0
11235,1766,940,video_call,7,3,8,0
11236,965,752,chat,6,4,2,1
11237,1580,736,chat,19,2,2,0
11238,1557,80,chat,30,3,10,0
11239,451,332,chat,16,5,8,1
11240,1406,110,chat,39,2,4,0
11241,776,295,video_call,12,3,4,0
11242,1681,721,chat,21,3,10,0
11243,957,770,video_call,29,4,4,1
11244,429,736,video_call,18,2,4,0
11245,197,445,video_call,34,1,2,0
11246,1049,160,video_call,58,3,6,0
11247,1003,270,video_call,13,3,2,0
11248,366,107,video_call,49,2,6,0
11249,32,876,video_call,35,5,2,1
11250,623,273,chat,45,3,8,0
11251,1834,448,chat,42,4,4,1
11252,842,463,video_call,11,4,2,0
11253,89,234,chat,28,4,6,1
11254,1983,456,chat,29,3,10,0
11255,1477,968,video_call,18,1,2,0
11256,1915,134,video_call,23,2,4,0
11257,474,992,chat,10,4,8,1
11258,445,678,video_call,52,3,2,0
11259,1662,614,chat,45,2,2,0
11260,136,71,chat,13,5,4,1
11261,1730,9,video_call,51,1,8,0
11262,1663,483,chat,45,3,4,0
11263,98,650,video_call,51,1,8,0
11264,1885,778,video_call,9,1,2,0
11265,83,628,video_call,6,3,8,0
11266,74,50,chat,16,1,6,0
11267,1199,349,chat,31,5,8,0
11268,183,22,video_call,40,5,6,1
11269,1405,649,video_call,13,4,10,1
11270,1175,928,video_call,52,5,2,1
11271,1617,220,video_call,24,3,10,0
11272,1114,558,video_call,36,4,10,0
11273,1456,447,chat,34,4,8,1
11274,437,586,chat,43,2,10,0
11275,1161,103,chat,32,2,2,0
11276,341,895,chat,26,2,6,0
11277,929,268,video_call,9,4,2,0
11278,544,696,chat,39,1,10,0
11279,324,149,video_call,18,3,6,0
11280,1300,587,chat,22,4,6,1
11281,1076,364,chat,54,5,6,1
11282,673,83,chat,16,1,6,0
11283,950,144,video_call,21,2,8,0
11284,1471,57,chat,9,2,4,0
11285,1617,594,video_call,22,2,10,0
11286,266,452,chat,55,3,8,0
11287,237,965,video_call,18,5,6,1
11288,752,758,video_call,26,5,2,0
11289,905,177,video_call,57,4,8,1
11290,1763,684,video_call,8,5,8,1
11291,494,874,video_call,21,4,10,1
11292,105,732,chat,26,2,10,0
11293,238,837,video_call,53,5,4,1
11294,324,530,video_call,37,2,6,0
11295,27,454,video_call,44,5,6,1
11296,1924,330,chat,5,3,2,0
11297,802,522,video_call,27,1,2,0
11298,543,425,video_call,34,5,6,1
11299,1300,417,video_call,9,4,8,0
11300,1383,474,video_call,24,2,10,0
11301,1697,127,chat,22,3,8,0
11302,1779,846,chat,10,3,10,0
11303,1234,464,chat,18,1,2,0
11304,607,266,chat,52,2,4,0
11305,1115,268,chat,25,3,6,0
11306,1638,4,video_call,13,2,4,0
11307,151,930,chat,40,1,4,0
11308,162,132,video_call,27,5,4,1
11309,1176,533,video_call,6,5,4,1
11310,380,156,video_call,15,3,2,0
11311,1658,512,chat,31,5,8,1
11312,1636,938,chat,60,5,4,1
11313,326,566,video_call,29,4,8,1
11314,1401,953,video_call,47,1,10,0
11315,1936,680,chat,36,2,6,0
11316,1415,873,chat,42,4,4,1
11317,1699,613,chat,42,1,2,0
11318,290,93,video_call,28,3,4,0
11319,107,122,video_call,26,2,6,0
11320,1403,204,chat,51,3,8,0
11321,880,596,video_call,34,1,8,0
11322,974,650,chat,32,3,6,0
11323,47,216,video_call,22,5,4,1
11324,152,635,chat,56,3,8,0
11325,370,20,chat,28,3,4,0
11326,334,104,chat,56,5,6,0
11327,721,325,video_call,14,4,10,1
11328,753,15,chat,38,2,8,0
11329,111,474,video_call,14,5,10,1
11330,1185,591,video_call,42,2,10,0
11331,1299,992,chat,29,5,10,1
11332,201,32,chat,45,3,4,0
11333,1086,353,chat,24,2,2,0
11334,644,179,video_call,52,4,2,0
11335,1778,970,video_call,32,2,8,0
11336,37,472,video_call,36,3,4,0
11337,1836,30,video_call,60,3,2,0
11338,376,666,chat,56,1,8,0
11339,1168,629,video_call,43,4,8,0
11340,1050,866,video_call,8,3,10,0
11341,757,600,video_call,27,5,2,0
11342,1771,272,video_call,57,3,10,0
11343,1551,458,chat,45,1,6,0
11344,215,787,chat,36,1,6,0
11345,13,697,chat,36,5,6,0
11346,159,332,chat,44,5,4,1
11347,235,958,video_call,34,5,2,1
11348,816,568,chat,48,1,6,0
11349,1432,490,chat,49,2,4,0
11350,24,800,chat,35,5,2,1
11351,1851,322,video_call,54,5,6,1
11352,1802,968,chat,36,4,6,1
11353,689,248,chat,22,4,8,0
11354,903,570,chat,57,4,4,1
11355,208,387,chat,20,4,2,1
11356,1446,117,video_call,30,5,6,1
11357,761,900,video_call,24,1,8,0
11358,241,441,chat,24,4,10,1
11359,834,654,video_call,22,2,4,0
11360,665,90,video_call,12,1,2,0
11361,340,674,video_call,49,1,6,0
11362,1171,683,video_call,22,1,2,0
11363,174,92,video_call,7,1,8,0
11364,1664,313,chat,21,5,2,0
11365,1407,487,chat,11,5,6,0
11366,387,798,video_call,16,1,4,0
11367,528,330,video_call,21,4,2,1
11368,52,768,chat,7,5,4,1
11369,1319,806,chat,33,3,4,0
11370,840,711,chat,15,3,6,0
11371,366,694,chat,48,4,2,0
11372,791,640,video_call,45,3,6,0
11373,817,416,chat,43,2,2,0
11374,991,794,video_call,41,4,4,1
11375,1544,793,video_call,49,1,10,0
11376,1328,449,video_call,37,4,4,1
11377,1995,310,chat,27,2,10,0
11378,901,969,chat,60,1,10,0
11379,354,584,video_call,49,2,10,0
11380,1474,330,chat,49,5,10,1
11381,284,571,chat,22,1,4,0
11382,924,530,video_call,31,2,8,0
11383,1131,993,chat,44,3,2,0
11384,1403,897,chat,56,4,10,1
11385,587,467,chat,10,3,4,0
11386,1835,503,video_call,30,1,8,0
11387,44,918,video_call,20,5,4,1
11388,1399,17,video_call,48,2,10,0
11389,968,550,video_call,31,4,10,1
11390,550,433,chat,45,3,4,0
11391,10,625,video_call,14,2,4,0
11392,248,131,video_call,30,5,2,1
11393,1949,328,video_call,54,2,4,0
11394,467,171,chat,14,2,6,0
11395,531,142,chat,9,4,2,1
11396,1140,538,video_call,21,5,10,1
11397,556,555,video_call,47,2,4,0
11398,1405,979,video_call,13,2,10,0
11399,1924,745,chat,32,4,2,1
11400,1162,456,video_call,7,5,2,0
11401,820,202,video_call,12,2,4,0
11402,914,960,chat,50,2,2,0
11403,1596,267,chat,47,3,6,0
11404,528,458,video_call,14,4,2,0
11405,1789,271,chat,56,3,6,0
11406,339,931,video_call,47,3,10,0
11407,1399,881,chat,17,1,4,0
11408,1007,260,chat,46,1,10,0
11409,435,803,chat,58,3,4,0
11410,298,752,video_call,53,1,8,0
11411,1350,5,video_call,5,4,8,1
11412,891,765,chat,35,3,10,0
11413,729,596,chat,36,1,6,0
11414,959,861,video_call,19,2,6,0
11415,456,514,video_call,36,5,2,1
11416,1094,741,chat,55,1,6,0
11417,895,609,chat,48,4,8,0
11418,1950,627,video_call,34,5,2,1
11419,1386,924,video_call,34,5,8,1
11420,1108,37,chat,15,2,6,0
11421,1346,137,chat,25,4,2,0
11422,1468,252,chat,14,1,2,0
11423,975,872,video_call,9,1,8,0
11424,658,654,chat,26,4,8,1
11425,603,492,video_call,28,1,2,0
11426,1823,429,chat,50,3,6,0
11427,534,709,video_call,55,4,2,0
11428,1000,643,chat,38,5,2,1
11429,1660,170,chat,53,5,4,1
11430,1386,748,video_call,5,5,4,1
11431,248,920,chat,56,1,6,0
11432,1448,321,video_call,56,2,10,0
11433,1281,199,video_call,54,2,10,0
11434,1932,877,video_call,17,3,6,0
11435,422,108,video_call,33,2,2,0
11436,310,955,chat,55,1,6,0
11437,1129,921,video_call,54,5,10,1
11438,748,579,chat,19,2,4,0
11439,1316,598,video_call,60,4,10,1
11440,1210,147,video_call,56,5,10,1
11441,1791,592,video_call,45,1,8,0
11442,366,32,chat,32,4,10,1
11443,403,930,video_call,54,2,10,0
11444,131,873,chat,42,1,10,0
11445,1546,264,chat,35,1,8,0
11446,1330,389,chat,59,3,6,0
11447,1691,281,video_call,12,5,6,1
11448,217,352,chat,47,2,8,0
11449,1594,996,video_call,25,3,8,0
11450,469,16,video_call,37,1,10,0
11451,1013,139,chat,37,3,4,0
11452,1750,230,video_call,13,2,8,0
11453,1900,1000,video_call,36,3,4,0
11454,235,704,chat,58,2,8,0
11455,1595,983,video_call,20,1,2,0
11456,1436,273,video_call,23,1,8,0
11457,786,982,video_call,39,2,8,0
11458,947,450,chat,55,5,8,1
11459,903,478,video_call,46,5,10,0
11460,835,28,chat,17,3,8,0
11461,1882,749,chat,45,4,6,0
11462,1540,63,chat,55,5,4,1
11463,1325,547,chat,55,5,10,1
11464,875,712,chat,53,4,4,1
11465,1157,96,chat,35,2,8,0
11466,1574,20,chat,20,5,2,0
11467,1114,932,video_call,10,1,2,0
11468,66,494,chat,39,2,2,0
11469,1713,531,video_call,51,4,4,1
11470,513,73,chat,48,1,4,0
11471,1867,188,video_call,25,1,10,0
11472,182,640,video_call,19,5,4,1
11473,1993,896,chat,46,3,6,0
11474,543,676,chat,51,3,6,0
11475,1869,494,video_call,33,5,8,0
11476,1713,179,chat,23,4,8,0
11477,156,467,chat,6,4,8,1
11478,921,583,chat,13,1,8,0
11479,248,224,chat,32,5,10,0
11480,392,464,chat,10,5,4,1
11481,1476,620,video_call,6,5,8,1
11482,1580,506,video_call,43,1,4,0
11483,1025,79,video_call,10,2,8,0
11484,445,324,video_call,28,4,8,1
11485,355,984,chat,15,2,6,0
11486,1549,858,video_call,43,2,4,0
11487,650,430,video_call,56,5,6,1
11488,998,689,video_call,56,5,4,0
11489,1025,261,video_call,51,1,4,0
11490,727,908,video_call,8,1,6,0
11491,503,191,video_call,41,1,10,0
11492,321,513,video_call,14,3,8,0
11493,1873,633,chat,47,4,8,0
11494,1354,478,video_call,6,2,2,0
11495,1004,174,chat,8,5,10,1
11496,974,359,video_call,18,4,8,0
11497,1398,548,chat,38,1,6,0
11498,1509,669,video_call,50,5,8,1
11499,1259,879,video_call,40,3,6,0
11500,140,639,video_call,5,5,6,0
11501,1535,437,chat,20,5,6,1
11502,1168,269,video_call,28,4,10,1
11503,1400,356,video_call,49,3,2,0
11504,1917,901,video_call,8,4,6,0
11505,1124,464,chat,15,2,6,0
11506,968,805,chat,8,2,4,0
11507,689,632,video_call,50,1,4,0
11508,1815,784,video_call,35,2,6,0
11509,552,902,chat,48,5,6,0
11510,1281,13,video_call,48,1,8,0
11511,1181,325,video_call,26,3,8,0
11512,962,990,chat,14,2,10,0
11513,769,453,chat,38,2,10,0
11514,23,983,chat,25,1,8,0
11515,413,557,video_call,30,4,4,1
11516,989,637,chat,5,5,10,0
11517,1965,40,chat,18,4,4,1
11518,1972,742,video_call,36,4,6,1
11519,446,410,video_call,23,3,6,0
11520,514,26,video_call,43,1,10,0
11521,742,392,chat,6,3,10,0
11522,576,574,chat,9,3,10,0
11523,368,828,video_call,39,2,6,0
11524,1461,412,video_call,50,2,4,0
11525,1716,608,video_call,27,1,2,0
11526,1359,500,chat,37,4,4,1
11527,497,948,video_call,27,5,6,1
11528,69,486,video_call,47,3,4,0
11529,691,687,video_call,36,3,10,0
11530,393,83,chat,15,4,2,0
11531,69,555,chat,25,4,4,0
11532,157,774,chat,33,5,8,1
11533,368,432,chat,8,5,10,0
11534,1240,499,chat,26,5,6,1
11535,969,605,chat,39,5,2,1
11536,859,528,video_call,44,4,6,1
11537,1177,563,chat,23,3,8,0
11538,398,811,video_call,10,4,8,0
11539,1567,331,chat,25,4,6,0
11540,1892,699,chat,6,4,2,1
11541,1307,814,chat,52,3,10,0
11542,1478,520,video_call,24,5,6,0
11543,581,771,video_call,15,4,6,1
11544,1995,983,video_call,51,3,8,0
11545,746,154,chat,34,1,2,0
11546,1906,658,chat,57,4,4,1
11547,1819,775,video_call,39,1,6,0
11548,258,462,video_call,6,1,10,0
11549,668,261,chat,20,1,8,0
11550,1473,780,chat,50,4,2,1
11551,1406,412,chat,41,2,4,0
11552,489,497,chat,26,5,4,1
11553,413,744,video_call,19,1,6,0
11554,1191,255,video_call,27,3,10,0
11555,665,954,video_call,37,2,2,0
11556,1927,960,chat,32,4,6,1
11557,1024,626,chat,49,1,2,0
11558,1163,22,video_call,14,5,2,1
11559,41,211,video_call,52,4,8,1
11560,185,478,video_call,37,5,8,0
11561,632,711,video_call,30,2,8,0
11562,1423,498,chat,27,1,4,0
11563,1769,750,chat,53,2,6,0
11564,128,777,video_call,14,2,10,0
11565,239,371,video_call,28,2,8,0
11566,672,600,video_call,35,1,10,0
11567,951,886,chat,52,4,2,1
11568,592,140,video_call,18,5,2,1
11569,1371,50,chat,48,1,2,0
11570,899,473,chat,24,4,2,1
11571,607,573,chat,21,5,2,1
11572,663,10,chat,40,2,2,0
11573,1902,136,video_call,19,1,6,0
11574,1749,699,video_call,22,5,8,1
11575,212,858,chat,23,1,2,0
11576,1720,772,video_call,33,3,2,0
11577,611,110,chat,22,5,8,1
11578,1082,702,video_call,17,5,8,1
11579,1799,198,video_call,33,5,8,1
11580,1664,539,chat,49,5,8,1
11581,737,376,chat,46,1,2,0
11582,290,68,video_call,21,5,10,1
11583,659,196,chat,41,3,4,0
11584,1933,8,video_call,54,5,8,1
11585,1166,748,chat,8,3,10,0
11586,1761,297,chat,28,5,10,1
11587,642,152,video_call,5,2,2,0
11588,1311,780,video_call,37,5,8,1
11589,926,75,video_call,58,4,2,0
11590,1931,135,video_call,14,1,2,0
11591,70,294,chat,39,4,10,1
11592,296,83,video_call,8,5,6,1
11593,643,307,video_call,27,3,8,0
11594,1928,722,chat,57,2,4,0
11595,339,633,video_call,52,3,6,0
11596,581,826,video_call,34,1,2,0
11597,712,987,chat,36,2,10,0
11598,1500,148,video_call,49,4,10,0
11599,954,10,chat,21,5,8,1
11600,493,343,video_call,40,5,6,1
11601,1796,374,video_call,8,3,8,0
11602,990,24,video_call,24,5,4,1
11603,1408,972,chat,30,2,8,0
11604,1793,255,video_call,28,3,4,0
11605,1119,162,chat,58,3,4,0
11606,1144,240,video_call,49,4,4,0
11607,691,60,chat,60,2,6,0
11608,1085,216,chat,20,2,4,0
11609,1755,3,video_call,21,4,6,1
11610,745,950,video_call,20,5,2,0
11611,670,758,chat,10,5,6,1
11612,127,218,chat,11,1,2,0
11613,1418,954,video_call,22,3,4,0
11614,447,37,chat,53,1,10,0
11615,1105,55,video_call,57,3,2,0
11616,1360,594,chat,49,1,2,0
11617,1494,542,chat,30,5,6,1
11618,804,383,chat,38,3,4,0
11619,334,360,video_call,59,4,8,1
11620,721,479,chat,28,4,6,1
11621,290,596,video_call,36,4,6,1
11622,1235,216,video_call,56,3,4,0
11623,1450,418,chat,24,5,6,1
11624,384,782,video_call,10,4,8,1
11625,1968,913,chat,16,2,10,0
11626,1623,105,chat,43,5,8,1
11627,590,186,video_call,51,2,6,0
11628,935,903,chat,33,5,4,1
11629,520,52,chat,42,2,10,0
11630,785,729,video_call,29,2,4,0
11631,140,942,chat,26,3,4,0
11632,447,749,chat,17,3,8,0
11633,959,666,chat,18,1,8,0
11634,656,1000,chat,37,2,8,0
11635,1808,824,chat,27,3,8,0
11636,1754,991,video_call,27,5,10,1
11637,1302,30,video_call,50,4,10,0
11638,1081,954,video_call,22,3,4,0
11639,1935,581,video_call,31,5,8,1
11640,1279,22,chat,25,1,6,0
11641,811,81,video_call,50,3,6,0
11642,746,823,video_call,7,4,6,0
11643,1282,559,video_call,40,5,8,0
11644,1241,894,chat,11,1,6,0
11645,1137,541,video_call,9,4,2,0
11646,898,854,video_call,42,4,2,0
11647,1494,191,chat,37,2,2,0
11648,730,777,chat,15,3,4,0
11649,124,400,video_call,28,1,2,0
11650,827,640,chat,31,5,2,1
11651,506,342,video_call,59,4,10,0
11652,1505,961,video_call,43,3,8,0
11653,172,596,video_call,49,2,4,0
11654,355,509,video_call,7,4,4,1
11655,1946,463,chat,44,2,2,0
11656,1922,186,video_call,56,1,4,0
11657,1763,307,video_call,25,4,6,0
11658,419,994,video_call,33,2,2,0
11659,1510,59,chat,58,4,4,0
11660,137,810,video_call,38,4,8,0
11661,1336,69,chat,39,2,6,0
11662,41,699,chat,24,3,6,0
11663,1269,195,video_call,40,1,4,0
11664,1992,98,video_call,27,3,8,0
11665,8,982,chat,17,3,2,0
11666,484,367,video_call,26,3,2,0
11667,921,920,chat,21,4,2,1
11668,1713,699,chat,49,2,10,0
11669,553,197,chat,40,1,4,0
11670,181,303,chat,19,5,6,1
11671,18,798,chat,58,2,2,0
11672,1677,848,chat,53,5,6,0
11673,711,683,chat,26,5,6,1
11674,271,166,chat,51,4,8,1
11675,266,99,video_call,32,4,8,1
11676,363,460,video_call,53,3,6,0
11677,1848,278,chat,12,5,2,1
11678,1002,305,video_call,9,1,10,0
11679,394,16,chat,18,3,6,0
11680,410,855,chat,11,1,10,0
11681,525,172,chat,33,3,6,0
11682,380,831,video_call,34,2,6,0
11683,432,705,chat,41,4,4,0
11684,1069,430,video_call,15,2,6,0
11685,1739,868,video_call,26,1,4,0
11686,1961,997,video_call,33,4,6,1
11687,1311,594,video_call,17,2,10,0
11688,522,504,video_call,19,4,2,1
11689,1806,506,chat,51,3,4,0
11690,334,187,video_call,59,2,2,0
11691,69,752,chat,5,2,4,0
11692,1356,994,chat,13,1,4,0
11693,464,695,chat,45,2,10,0
11694,618,382,video_call,27,1,2,0
11695,257,100,chat,47,4,4,1
11696,826,387,chat,41,3,4,0
11697,834,893,chat,37,4,10,0
11698,1263,73,chat,39,3,2,0
11699,1720,226,chat,23,3,6,0
11700,508,713,video_call,43,4,8,1
11701,1007,874,chat,42,3,4,0
11702,1110,215,video_call,37,5,10,1
11703,223,408,chat,30,2,4,0
11704,1667,307,video_call,55,5,2,1
11705,200,348,chat,51,1,8,0
11706,1046,177,chat,43,4,8,1
11707,730,694,chat,47,5,2,1
11708,1382,955,chat,7,4,6,1
11709,1012,407,chat,11,2,8,0
11710,989,701,chat,43,1,8,0
11711,731,823,video_call,27,1,4,0
11712,1052,255,chat,28,4,4,0
11713,443,227,chat,47,5,6,1
11714,678,112,chat,49,5,4,1
11715,1952,907,video_call,59,1,10,0
11716,1685,307,chat,30,1,6,0
11717,1163,438,chat,31,3,8,0
11718,172,172,chat,41,5,4,1
11719,1887,306,chat,11,3,8,0
11720,995,818,chat,42,2,10,0
11721,1203,154,chat,48,2,10,0
11722,207,827,chat,46,5,4,0
11723,1958,219,chat,45,2,10,0
11724,98,532,video_call,10,1,8,0
11725,1410,676,chat,33,3,6,0
11726,1595,840,chat,38,4,10,0
11727,409,135,video_call,34,1,10,0
11728,178,1000,video_call,30,5,6,1
11729,235,680,video_call,30,5,8,0
11730,1371,85,chat,48,1,2,0
11731,703,234,chat,22,1,6,0
11732,1540,279,video_call,41,1,10,0
11733,1651,877,chat,50,5,10,1
11734,1345,808,video_call,59,1,8,0
11735,592,173,chat,10,3,4,0
11736,291,916,chat,24,1,6,0
11737,733,84,video_call,58,2,10,0
11738,1393,337,video_call,46,4,2,1
11739,102,762,video_call,27,4,6,1
11740,179,570,video_call,7,1,6,0
11741,1323,890,video_call,21,4,2,0
11742,247,911,video_call,39,3,6,0
11743,1368,671,chat,16,4,4,1
11744,686,54,video_call,5,5,8,1
11745,1722,55,chat,48,2,10,0
11746,736,846,chat,43,1,4,0
11747,660,286,video_call,58,4,6,1
11748,1338,541,video_call,19,3,10,0
11749,1738,513,chat,56,5,10,0
11750,816,971,video_call,39,4,6,0
11751,1948,531,chat,9,2,2,0
11752,305,244,chat,41,4,2,1
11753,1833,659,video_call,53,4,2,0
11754,300,475,video_call,19,3,4,0
11755,802,277,video_call,29,1,2,0
11756,504,867,chat,8,3,8,0
11757,211,917,chat,15,5,10,1
11758,1501,383,chat,37,4,2,0
11759,108,583,chat,21,4,2,1
11760,1175,625,chat,37,2,10,0
11761,1783,914,chat,30,1,2,0
11762,891,826,chat,37,3,10,0
11763,1881,780,chat,34,4,10,1
11764,473,751,video_call,24,5,8,0
11765,1637,221,video_call,7,2,8,0
11766,1910,78,video_call,13,4,2,1
11767,1110,948,chat,12,3,8,0
11768,1801,658,chat,13,2,8,0
11769,1096,205,chat,52,5,2,1
11770,926,82,chat,9,5,8,1
11771,1803,558,video_call,34,3,8,0
11772,1604,120,video_call,7,3,8,0
11773,692,310,chat,29,3,8,0
11774,799,227,chat,52,2,8,0
11775,400,999,video_call,18,5,4,0
11776,1661,144,video_call,18,1,6,0
11777,1983,774,video_call,11,1,4,0
11778,1008,609,video_call,6,3,10,0
11779,914,577,video_call,36,1,2,0
11780,358,238,video_call,26,4,10,0
11781,1526,223,chat,45,4,6,1
11782,166,184,video_call,42,5,4,1
11783,1819,25,video_call,19,2,8,0
11784,30,763,chat,25,4,6,0
11785,1356,566,chat,8,4,6,1
11786,161,948,video_call,19,5,4,1
11787,403,895,chat,42,4,6,1
11788,1119,861,video_call,54,4,10,1
11789,489,562,video_call,49,1,4,0
11790,1925,256,video_call,58,2,8,0
11791,1536,467,video_call,49,4,2,1
11792,1930,64,chat,36,4,2,1
11793,1813,374,chat,10,3,10,0
11794,221,518,video_call,46,1,2,0
11795,816,717,chat,47,2,10,0
11796,378,169,video_call,9,5,8,0
11797,1187,730,chat,50,5,10,1
11798,1331,151,video_call,9,1,10,0
11799,1228,813,video_call,5,4,4,1
11800,1490,817,video_call,46,4,6,0
11801,901,532,video_call,56,1,2,0
11802,1280,912,chat,22,1,2,0
11803,1043,970,video_call,24,3,6,0
11804,311,348,video_call,36,3,4,0
11805,547,613,chat,10,4,10,1
11806,539,487,chat,7,2,4,0
11807,1196,134,video_call,10,1,10,0
11808,135,384,chat,9,5,2,1
11809,1314,246,chat,54,5,4,0
11810,492,993,chat,10,1,4,0
11811,1742,309,video_call,27,1,6,0
11812,1243,704,chat,18,1,2,0
11813,1878,386,video_call,32,5,6,1
11814,136,969,chat,55,4,8,0
11815,1887,553,chat,10,4,8,1
11816,897,719,video_call,41,4,4,0
11817,41,309,video_call,54,5,8,1
11818,1453,560,video_call,8,1,6,0
11819,130,49,video_call,38,2,6,0
11820,1886,607,video_call,18,1,8,0
11821,706,100,video_call,35,4,10,1
11822,1719,333,video_call,25,2,10,0
11823,1053,27,video_call,24,5,8,0
11824,1688,374,chat,31,5,2,1
11825,89,519,chat,46,5,6,1
11826,179,487,video_call,21,2,2,0
11827,1556,290,chat,18,1,10,0
11828,1698,451,chat,26,2,8,0
11829,460,165,video_call,60,5,6,1
11830,478,237,video_call,25,5,2,0
11831,1400,945,video_call,8,2,8,0
11832,1533,489,video_call,6,2,4,0
11833,1691,220,chat,39,2,4,0
11834,678,824,video_call,32,2,8,0
11835,636,686,video_call,52,3,8,0
11836,1838,55,video_call,15,5,8,0
11837,541,99,chat,11,3,4,0
11838,700,860,chat,19,3,10,0
11839,1864,115,video_call,58,3,6,0
11840,1361,323,chat,51,3,8,0
11841,1283,303,video_call,17,2,2,0
11842,558,837,video_call,18,1,6,0
11843,1122,797,video_call,37,1,6,0
11844,1358,526,chat,20,3,2,0
11845,1751,895,chat,13,5,4,1
11846,1717,549,video_call,51,5,10,1
11847,130,989,chat,54,2,8,0
11848,1915,201,video_call,18,1,4,0
11849,1668,855,video_call,49,5,8,0
11850,1754,362,chat,30,5,6,0
11851,122,877,video_call,13,1,10,0
11852,37,384,video_call,39,3,8,0
11853,1954,837,video_call,33,5,6,1
11854,1759,189,chat,30,3,2,0
11855,1119,194,chat,43,1,6,0
11856,891,117,video_call,7,1,6,0
11857,84,747,chat,42,5,4,1
11858,12,461,chat,55,1,8,0
11859,1293,62,video_call,52,1,10,0
11860,1486,824,video_call,54,1,8,0
11861,1649,248,chat,58,5,10,1
11862,359,98,chat,28,2,4,0
11863,1741,632,chat,60,3,4,0
11864,209,507,chat,13,5,8,1
11865,379,958,video_call,21,1,2,0
11866,68,138,chat,41,2,8,0
11867,1719,726,chat,59,5,2,1
11868,704,40,video_call,16,2,10,0
11869,969,977,chat,5,5,10,1
11870,1322,500,chat,60,2,4,0
11871,710,84,video_call,50,2,8,0
11872,637,186,video_call,45,3,10,0
11873,286,893,chat,9,4,4,0
11874,1453,286,chat,36,4,10,0
11875,994,659,chat,44,2,10,0
