interaction_id,user_id,mentor_id,interaction_type,session_duration_minutes,rating_given_by_user,helpfulness_score,match_success
4633,1644,131,video_call,53,5,10,1
4634,472,95,video_call,52,4,8,1
4635,1685,502,chat,17,1,2,0
4636,1028,644,video_call,53,3,6,0
4637,430,565,video_call,6,2,4,0
4638,973,275,chat,44,3,6,0
4639,1512,567,video_call,49,1,2,0
4640,1402,299,chat,50,3,6,0
4641,775,632,chat,5,3,6,0
4642,1656,164,chat,34,3,6,0
4643,1802,293,chat,10,1,2,0
4644,995,183,chat,8,5,10,1
4645,1486,360,chat,38,4,8,1
4646,1070,683,chat,33,4,8,1
4647,1095,610,video_call,40,1,2,0
4648,753,140,video_call,27,3,6,0
4649,559,120,chat,47,1,2,0
4650,681,365,video_call,23,2,4,0
4651,342,334,chat,56,3,6,0
4652,264,249,video_call,51,5,10,1
4653,1590,327,video_call,16,1,2,0
4654,1517,770,video_call,11,4,8,1
4655,1539,4,video_call,19,2,4,0
4656,724,143,video_call,32,3,6,0
4657,1512,114,video_call,55,2,4,0
4658,1082,617,video_call,24,5,10,1
4659,1538,236,video_call,32,3,6,0
4660,1105,105,chat,33,5,10,1
4661,1777,249,chat,56,4,8,1
4662,897,746,chat,28,5,10,1
4663,1420,41,video_call,31,2,4,0
4664,1071,737,chat,34,4,8,1
4665,292,373,chat,40,1,2,0
4666,1179,342,video_call,48,4,8,1
4667,1240,404,video_call,12,5,10,1
4668,1517,388,video_call,12,1,2,0
4669,1938,431,video_call,46,2,4,0
4670,965,96,chat,44,4,8,1
4671,1653,331,chat,46,3,6,0
4672,767,699,video_call,18,5,10,1
4673,245,366,video_call,18,1,2,0
4674,54,533,chat,22,4,8,1
4675,630,745,chat,43,1,2,0
4676,1039,519,video_call,25,5,10,1
4677,1367,322,chat,32,5,10,1
4678,51,12,chat,23,1,2,0
4679,372,425,chat,33,1,2,0
4680,338,491,video_call,55,5,10,1
4681,635,719,chat,55,2,4,0
4682,1908,688,chat,46,4,8,1
4683,203,757,chat,28,5,10,1
4684,1877,158,video_call,31,2,4,0
4685,111,127,video_call,52,5,10,1
4686,218,256,video_call,37,5,10,1
4687,4,246,chat,55,3,6,0
4688,1914,383,chat,23,3,6,0
4689,1260,271,video_call,38,4,8,1
4690,1002,106,video_call,28,1,2,0
4691,387,269,video_call,11,4,8,1
4692,294,693,chat,30,1,2,0
4693,669,682,video_call,15,4,8,1
4694,1341,671,video_call,56,1,2,0
4695,1668,502,video_call,12,5,10,1
4696,570,122,video_call,22,4,8,1
4697,416,488,video_call,37,4,8,1
4698,1570,694,chat,9,3,6,0
4699,135,39,video_call,40,1,2,0
4700,659,541,video_call,35,5,10,1
4701,812,265,chat,52,3,6,0
4702,1710,283,video_call,48,1,2,0
4703,505,762,video_call,44,4,8,1
4704,742,593,video_call,46,3,6,0
4705,1021,61,video_call,40,2,4,0
4706,889,716,video_call,57,3,6,0
4707,338,108,video_call,26,3,6,0
4708,1961,475,chat,47,2,4,0
4709,1442,203,chat,44,2,4,0
4710,1512,9,chat,54,1,2,0
4711,1147,552,chat,54,2,4,0
4712,145,570,video_call,12,2,4,0
4713,1164,689,video_call,17,2,4,0
4714,1388,357,chat,45,2,4,0
4715,928,11,chat,41,3,6,0
4716,238,112,video_call,20,2,4,0
4717,1250,315,video_call,5,5,10,1
4718,1480,695,video_call,52,4,8,1
4719,1449,737,video_call,31,5,10,1
4720,770,331,video_call,49,1,2,0
4721,170,547,video_call,57,1,2,0
4722,844,598,chat,55,1,2,0
4723,1816,378,chat,15,3,6,0
4724,1759,138,video_call,47,3,6,0
4725,1621,366,video_call,30,5,10,1
4726,51,699,video_call,11,4,8,1
4727,1555,209,chat,21,4,8,1
4728,906,738,video_call,8,2,4,0
4729,264,553,chat,60,3,6,0
4730,818,176,chat,51,1,2,0
4731,1822,551,video_call,40,2,4,0
4732,812,738,chat,19,1,2,0
4733,464,319,video_call,34,2,4,0
4734,1532,331,chat,7,1,2,0
4735,1372,326,chat,43,1,2,0
4736,1056,645,chat,19,1,2,0
4737,880,185,chat,26,5,10,1
4738,694,453,video_call,5,3,6,0
4739,1402,55,chat,35,2,4,0
4740,1744,27,video_call,49,1,2,0
4741,834,366,chat,9,5,10,1
4742,1635,579,video_call,27,4,8,1
4743,1336,183,chat,26,2,4,0
4744,1265,246,video_call,50,4,8,1
4745,1128,589,chat,19,1,2,0
4746,124,553,video_call,20,2,4,0
4747,631,234,video_call,16,2,4,0
4748,1138,396,chat,46,4,8,1
4749,1313,8,chat,56,1,2,0
4750,1883,623,video_call,55,2,4,0
4751,974,731,video_call,27,5,10,1
4752,921,375,video_call,23,1,2,0
4753,1904,675,chat,6,1,2,0
4754,57,377,chat,18,2,4,0
4755,589,530,video_call,7,1,2,0
4756,1321,464,chat,34,3,6,0
4757,1217,640,video_call,29,4,8,1
4758,1411,661,video_call,8,2,4,0
4759,970,436,video_call,37,3,6,0
4760,186,541,chat,27,2,4,0
4761,1417,600,chat,34,1,2,0
4762,1789,401,video_call,33,1,2,0
4763,1740,551,chat,33,3,6,0
4764,1514,471,video_call,16,2,4,0
4765,646,442,video_call,60,5,10,1
4766,1606,15,chat,22,2,4,0
4767,691,503,chat,11,1,2,0
4768,1399,721,video_call,15,1,2,0
4769,704,192,video_call,18,4,8,1
4770,1155,772,video_call,42,2,4,0
4771,503,58,video_call,22,4,8,1
4772,1996,447,video_call,7,5,10,1
4773,440,710,chat,24,2,4,0
4774,990,426,video_call,42,5,10,1
4775,1496,308,chat,47,1,2,0
4776,782,462,video_call,27,2,4,0
4777,1055,526,chat,7,5,10,1
4778,266,282,chat,60,5,10,1
4779,431,606,video_call,44,2,4,0
4780,930,599,video_call,5,5,10,1
4781,734,444,chat,45,4,8,1
4782,755,535,chat,14,5,10,1
4783,875,232,video_call,9,2,4,0
4784,1075,691,chat,28,1,2,0
4785,914,473,video_call,34,1,2,0
4786,1988,215,chat,20,5,10,1
4787,1423,413,chat,44,2,4,0
4788,1683,721,chat,40,4,8,1
4789,1916,748,chat,50,5,10,1
4790,1156,564,video_call,39,5,10,1
4791,256,173,video_call,47,2,4,0
4792,632,663,chat,34,5,10,1
4793,1403,135,chat,10,4,8,1
4794,589,163,video_call,20,4,8,1
4795,1984,247,video_call,20,2,4,0
4796,245,380,chat,31,1,2,0
4797,1521,457,chat,33,5,10,1
4798,1667,76,chat,40,3,6,0
4799,1526,184,video_call,60,1,2,0
4800,1905,500,video_call,30,1,2,0
4801,1312,737,video_call,60,3,6,0
4802,159,159,chat,53,5,10,1
4803,44,625,video_call,55,5,10,1
4804,1483,116,chat,41,2,4,0
4805,549,398,chat,47,2,4,0
4806,1592,649,video_call,21,3,6,0
4807,600,53,chat,28,2,4,0
4808,1085,535,video_call,26,3,6,0
4809,1439,43,video_call,10,2,4,0
4810,161,15,video_call,46,2,4,0
4811,768,12,video_call,27,3,6,0
4812,1935,711,chat,43,1,2,0
4813,1547,778,chat,25,2,4,0
4814,1083,356,video_call,14,3,6,0
4815,335,452,chat,11,1,2,0
4816,1172,261,chat,46,3,6,0
4817,388,185,video_call,19,3,6,0
4818,437,649,video_call,22,2,4,0
4819,900,388,video_call,37,4,8,1
4820,1282,667,video_call,50,4,8,1
4821,838,177,chat,18,4,8,1
4822,721,605,video_call,47,2,4,0
4823,877,680,chat,36,2,4,0
4824,1083,114,chat,19,1,2,0
4825,69,612,chat,35,2,4,0
4826,1436,646,chat,38,3,6,0
4827,1395,77,chat,19,3,6,0
4828,1827,186,video_call,36,5,10,1
4829,1609,445,video_call,52,5,10,1
4830,939,555,chat,53,1,2,0
4831,1920,748,chat,33,5,10,1
4832,501,368,video_call,12,4,8,1
4833,328,378,chat,34,3,6,0
4834,1578,115,video_call,34,3,6,0
4835,347,286,chat,60,2,4,0
4836,1311,409,video_call,49,2,4,0
4837,761,201,chat,16,5,10,1
4838,1841,308,chat,44,5,10,1
4839,1376,402,video_call,46,3,6,0
4840,1210,380,chat,9,2,4,0
4841,87,544,chat,39,3,6,0
4842,695,84,video_call,32,1,2,0
4843,279,661,chat,36,4,8,1
4844,1722,562,chat,51,2,4,0
4845,11,472,video_call,8,4,8,1
4846,938,588,video_call,10,1,2,0
4847,411,88,chat,16,2,4,0
4848,1251,261,video_call,42,4,8,1
4849,1039,272,chat,17,2,4,0
4850,1432,364,video_call,42,5,10,1
4851,1530,772,video_call,56,3,6,0
4852,915,780,video_call,20,1,2,0
4853,1205,448,video_call,7,3,6,0
4854,41,429,video_call,23,4,8,1
4855,1950,122,chat,20,5,10,1
4856,1130,413,video_call,59,4,8,1
4857,1471,646,chat,16,5,10,1
4858,1564,242,chat,43,3,6,0
4859,66,75,chat,39,5,10,1
4860,812,185,chat,28,2,4,0
4861,341,417,chat,44,5,10,1
4862,1950,59,chat,7,1,2,0
4863,950,197,chat,57,5,10,1
4864,715,235,video_call,13,4,8,1
4865,599,134,chat,28,1,2,0
4866,1301,432,video_call,49,1,2,0
4867,1203,191,chat,20,3,6,0
4868,1600,19,chat,34,1,2,0
4869,1252,727,chat,29,2,4,0
4870,78,89,video_call,32,4,8,1
4871,498,587,video_call,16,2,4,0
4872,780,768,video_call,6,1,2,0
4873,1176,321,chat,47,3,6,0
4874,15,450,video_call,30,4,8,1
4875,347,45,video_call,5,5,10,1
4876,213,637,chat,56,3,6,0
4877,1387,116,video_call,40,1,2,0
4878,1332,544,video_call,30,4,8,1
4879,77,787,chat,59,4,8,1
4880,1646,68,chat,39,4,8,1
4881,1960,97,chat,15,1,2,0
4882,192,282,video_call,16,1,2,0
4883,10,311,video_call,16,3,6,0
4884,1423,664,video_call,6,4,8,1
4885,79,66,chat,26,1,2,0
4886,1045,144,chat,25,2,4,0
4887,751,615,chat,23,2,4,0
4888,301,252,chat,27,1,2,0
4889,314,749,chat,30,5,10,1
4890,182,675,video_call,46,4,8,1
4891,246,761,video_call,39,1,2,0
4892,384,463,chat,8,4,8,1
4893,361,156,chat,13,5,10,1
4894,1202,604,chat,57,4,8,1
4895,780,198,chat,27,1,2,0
4896,356,682,chat,12,4,8,1
4897,1589,387,chat,5,1,2,0
4898,361,424,video_call,12,1,2,0
4899,1584,678,video_call,53,5,10,1
4900,851,280,chat,58,5,10,1
4901,1594,422,chat,29,2,4,0
4902,1151,625,chat,37,2,4,0
4903,1840,323,video_call,48,1,2,0
4904,983,102,video_call,22,5,10,1
4905,79,385,video_call,60,2,4,0
4906,4,782,video_call,40,2,4,0
4907,1085,113,chat,45,2,4,0
4908,1488,762,chat,12,2,4,0
4909,798,28,video_call,57,4,8,1
4910,968,792,video_call,9,2,4,0
4911,261,111,video_call,8,1,2,0
4912,217,176,chat,49,4,8,1
4913,1296,360,chat,57,1,2,0
4914,1720,663,video_call,5,3,6,0
4915,450,770,video_call,21,3,6,0
4916,615,585,video_call,35,2,4,0
4917,1248,680,video_call,37,1,2,0
4918,1625,694,chat,35,2,4,0
4919,1679,736,chat,38,2,4,0
4920,1706,198,chat,28,5,10,1
4921,631,240,chat,47,4,8,1
4922,1583,781,video_call,19,2,4,0
4923,171,355,video_call,31,3,6,0
4924,194,415,chat,45,4,8,1
4925,460,480,video_call,50,1,2,0
4926,1822,175,video_call,5,1,2,0
4927,1867,166,video_call,7,5,10,1
4928,1376,779,chat,57,3,6,0
4929,116,728,video_call,22,2,4,0
4930,1110,174,chat,24,3,6,0
4931,1485,336,video_call,23,3,6,0
4932,343,473,chat,39,5,10,1
4933,1158,100,chat,57,4,8,1
4934,1034,160,video_call,52,2,4,0
4935,1827,48,chat,34,4,8,1
4936,670,799,chat,48,4,8,1
4937,1941,23,video_call,46,4,8,1
4938,1550,454,chat,58,2,4,0
4939,1425,620,chat,13,3,6,0
4940,742,518,video_call,49,1,2,0
4941,737,639,video_call,41,1,2,0
4942,1619,5,video_call,35,3,6,0
4943,664,587,video_call,50,2,4,0
4944,409,57,video_call,28,5,10,1
4945,1054,496,chat,45,3,6,0
4946,1575,580,video_call,28,5,10,1
4947,1808,25,video_call,44,1,2,0
4948,276,298,video_call,28,5,10,1
4949,1335,443,video_call,37,1,2,0
4950,551,754,chat,7,5,10,1
4951,1908,451,video_call,28,1,2,0
4952,678,705,video_call,23,1,2,0
4953,1517,703,video_call,60,5,10,1
4954,688,145,chat,33,1,2,0
4955,746,452,video_call,36,5,10,1
4956,1727,301,chat,20,4,8,1
4957,988,95,video_call,16,5,10,1
4958,329,235,chat,20,2,4,0
4959,338,108,chat,10,4,8,1
4960,840,443,chat,23,4,8,1
4961,467,613,video_call,47,1,2,0
4962,13,73,video_call,33,1,2,0
4963,1815,629,chat,11,5,10,1
4964,1164,744,chat,31,3,6,0
4965,350,77,chat,24,5,10,1
4966,1181,256,video_call,49,5,10,1
4967,428,414,video_call,56,5,10,1
4968,1375,792,chat,5,4,8,1
4969,512,415,video_call,48,2,4,0
4970,1560,62,chat,19,4,8,1
4971,1939,311,chat,18,3,6,0
4972,1974,605,video_call,41,5,10,1
4973,140,517,video_call,50,3,6,0
4974,1657,710,chat,37,3,6,0
4975,414,424,chat,60,3,6,0
4976,662,454,video_call,12,3,6,0
4977,1363,403,chat,31,5,10,1
4978,1513,124,video_call,50,3,6,0
4979,128,597,video_call,9,3,6,0
4980,487,178,chat,33,4,8,1
4981,1692,166,chat,30,4,8,1
4982,1353,717,chat,41,3,6,0
4983,1392,530,video_call,21,2,4,0
4984,1878,396,video_call,28,4,8,1
4985,1750,695,chat,47,3,6,0
4986,1915,443,video_call,47,5,10,1
4987,1492,741,chat,37,2,4,0
4988,1889,286,chat,6,5,10,1
4989,72,58,chat,40,1,2,0
4990,841,262,video_call,31,3,6,0
4991,1479,93,chat,55,4,8,1
4992,762,25,video_call,41,3,6,0
4993,1205,73,chat,40,3,6,0
4994,1339,543,video_call,34,2,4,0
4995,1439,159,chat,57,3,6,0
4996,994,748,video_call,59,3,6,0
4997,746,774,chat,60,3,6,0
4998,1091,658,chat,41,5,10,1
4999,846,519,chat,35,5,10,1
5000,1699,468,video_call,39,1,2,0
5001,466,192,video_call,10,1,2,0
5002,1443,467,video_call,49,5,10,1
5003,744,399,chat,22,2,4,0
5004,1999,384,video_call,43,4,8,1
5005,37,201,video_call,45,3,6,0
5006,1523,408,chat,53,5,10,1
5007,1977,155,video_call,17,1,2,0
5008,83,493,video_call,21,4,8,1
5009,1802,191,video_call,34,2,4,0
5010,1476,55,video_call,49,4,8,1
5011,1121,741,chat,24,4,8,1
5012,1183,635,video_call,46,2,4,0
5013,593,289,video_call,28,4,8,1
5014,1014,565,video_call,48,5,10,1
5015,61,139,chat,29,2,4,0
5016,1930,742,chat,24,2,4,0
5017,1542,147,video_call,28,5,10,1
5018,1277,258,chat,53,4,8,1
5019,1463,108,video_call,14,1,2,0
5020,999,134,chat,33,1,2,0
5021,609,46,video_call,57,1,2,0
5022,189,737,chat,17,4,8,1
5023,277,446,video_call,42,2,4,0
5024,513,246,chat,44,2,4,0
5025,910,250,chat,33,5,10,1
5026,1234,492,video_call,58,4,8,1
5027,1122,317,chat,5,5,10,1
5028,425,740,chat,11,5,10,1
5029,1824,528,chat,14,1,2,0
5030,1386,182,chat,16,1,2,0
5031,69,259,chat,24,5,10,1
5032,1827,235,chat,25,5,10,1
5033,724,51,video_call,58,4,8,1
5034,1017,498,video_call,50,2,4,0
5035,1070,520,chat,52,3,6,0
5036,1390,641,video_call,59,2,4,0
5037,698,581,video_call,19,5,10,1
5038,1711,648,chat,42,5,10,1
5039,328,485,chat,33,5,10,1
5040,1470,572,chat,10,5,10,1
5041,763,129,video_call,9,2,4,0
5042,1643,519,video_call,55,1,2,0
5043,641,96,video_call,31,1,2,0
5044,1558,305,chat,41,1,2,0
5045,445,701,chat,33,3,6,0
5046,1205,116,chat,17,2,4,0
5047,1132,484,video_call,58,2,4,0
5048,1958,309,chat,16,5,10,1
5049,662,34,chat,16,3,6,0
5050,218,523,video_call,36,2,4,0
5051,1270,488,video_call,43,3,6,0
5052,867,333,video_call,43,4,8,1
5053,1235,311,video_call,15,5,10,1
5054,1018,39,chat,8,3,6,0
5055,1782,661,chat,20,4,8,1
5056,1644,261,chat,5,5,10,1
5057,1394,198,video_call,36,4,8,1
5058,1927,348,chat,25,3,6,0
5059,1827,402,chat,32,1,2,0
5060,753,704,video_call,47,4,8,1
5061,889,208,chat,42,3,6,0
5062,752,788,chat,12,2,4,0
5063,168,104,chat,58,2,4,0
5064,1346,232,video_call,39,2,4,0
5065,235,781,chat,18,1,2,0
5066,1045,466,video_call,31,1,2,0
5067,1828,583,video_call,15,1,2,0
5068,746,113,video_call,43,5,10,1
5069,1394,47,video_call,8,5,10,1
5070,549,707,chat,37,3,6,0
5071,1780,788,video_call,29,1,2,0
5072,622,220,video_call,43,5,10,1
5073,699,183,chat,6,2,4,0
5074,1155,797,chat,9,5,10,1
5075,1455,566,video_call,20,3,6,0
5076,755,660,chat,20,4,8,1
5077,12,486,video_call,15,1,2,0
5078,480,396,video_call,54,2,4,0
5079,862,267,video_call,52,4,8,1
5080,1135,530,chat,35,3,6,0
5081,1241,10,video_call,49,5,10,1
5082,1325,65,chat,49,1,2,0
5083,462,736,chat,19,4,8,1
5084,1951,687,chat,12,5,10,1
5085,1072,616,chat,54,3,6,0
5086,1716,412,chat,39,4,8,1
5087,1433,72,video_call,28,1,2,0
5088,722,337,chat,7,1,2,0
5089,579,4,chat,45,2,4,0
5090,345,87,chat,18,5,10,1
5091,213,774,chat,18,2,4,0
5092,1956,516,video_call,53,4,8,1
5093,353,178,video_call,12,2,4,0
5094,879,487,video_call,29,3,6,0
5095,1630,447,video_call,53,3,6,0
5096,1090,284,video_call,28,5,10,1
5097,125,698,video_call,48,1,2,0
5098,1063,502,video_call,37,3,6,0
5099,1155,432,video_call,6,3,6,0
5100,1108,514,chat,42,5,10,1
5101,1424,657,chat,5,4,8,1
5102,1313,446,chat,41,2,4,0
5103,1568,319,chat,44,5,10,1
5104,813,326,chat,16,3,6,0
5105,6,642,video_call,53,3,6,0
5106,1599,528,video_call,43,3,6,0
5107,1505,313,video_call,55,4,8,1
5108,1109,511,video_call,6,3,6,0
5109,827,52,video_call,46,5,10,1
5110,1670,588,chat,42,1,2,0
5111,147,704,chat,10,5,10,1
5112,1805,441,video_call,32,1,2,0
5113,1834,225,chat,6,1,2,0
5114,950,669,chat,48,1,2,0
5115,983,476,video_call,10,1,2,0
5116,1278,479,video_call,8,4,8,1
5117,1556,388,video_call,42,2,4,0
5118,218,698,video_call,45,5,10,1
5119,390,306,video_call,42,4,8,1
5120,255,144,video_call,8,2,4,0
5121,1101,708,video_call,55,1,2,0
5122,1815,39,chat,21,1,2,0
5123,783,342,chat,10,5,10,1
5124,915,194,chat,40,4,8,1
5125,524,381,chat,36,3,6,0
5126,523,465,chat,10,4,8,1
5127,1841,325,video_call,30,4,8,1
5128,1632,674,video_call,49,2,4,0
5129,888,18,video_call,43,3,6,0
5130,1284,234,video_call,20,3,6,0
5131,914,569,chat,34,1,2,0
5132,1266,389,video_call,6,2,4,0
5133,532,577,video_call,55,5,10,1
5134,524,264,chat,35,1,2,0
5135,589,222,chat,48,3,6,0
5136,41,260,chat,33,2,4,0
5137,1134,178,chat,33,1,2,0
5138,531,181,chat,54,2,4,0
5139,893,292,video_call,12,3,6,0
5140,1328,138,video_call,38,2,4,0
5141,1280,720,chat,58,2,4,0
5142,52,315,chat,22,5,10,1
5143,1252,625,chat,55,2,4,0
5144,1535,724,chat,6,1,2,0
5145,789,283,chat,14,4,8,1
5146,415,54,video_call,31,3,6,0
5147,458,707,video_call,12,2,4,0
5148,974,782,video_call,18,1,2,0
5149,98,420,video_call,13,2,4,0
5150,980,670,chat,19,4,8,1
5151,402,479,video_call,37,1,2,0
5152,1357,769,chat,60,2,4,0
5153,1192,752,video_call,43,2,4,0
5154,371,506,video_call,36,2,4,0
5155,1892,588,chat,25,3,6,0
5156,670,708,chat,56,1,2,0
5157,974,233,chat,37,5,10,1
5158,998,768,video_call,30,5,10,1
5159,304,735,video_call,36,1,2,0
5160,1338,321,video_call,45,1,2,0
5161,1639,363,video_call,29,5,10,1
5162,1069,302,chat,28,5,10,1
5163,735,40,chat,22,5,10,1
5164,504,431,video_call,59,2,4,0
5165,563,291,video_call,21,2,4,0
5166,69,587,video_call,13,4,8,1
5167,371,391,video_call,50,3,6,0
5168,1706,325,video_call,14,1,2,0
5169,755,89,video_call,44,3,6,0
5170,153,425,video_call,31,4,8,1
5171,659,693,video_call,49,5,10,1
5172,1783,724,chat,59,5,10,1
5173,1478,677,video_call,16,3,6,0
5174,990,60,chat,46,2,4,0
5175,1500,174,video_call,15,1,2,0
5176,578,585,video_call,59,4,8,1
5177,766,277,video_call,16,4,8,1
5178,908,479,video_call,40,2,4,0
5179,408,225,video_call,52,1,2,0
5180,916,540,chat,26,3,6,0
5181,322,222,video_call,7,3,6,0
5182,422,99,video_call,50,5,10,1
5183,1896,460,video_call,16,1,2,0
5184,987,207,chat,45,5,10,1
5185,1888,21,chat,40,4,8,1
5186,1711,428,video_call,26,5,10,1
5187,1983,444,video_call,58,1,2,0
5188,1236,608,video_call,50,5,10,1
5189,1831,635,chat,32,2,4,0
5190,1298,370,video_call,51,5,10,1
5191,1645,424,video_call,21,1,2,0
5192,1795,199,video_call,21,1,2,0
5193,1065,424,chat,39,5,10,1
5194,1676,353,chat,41,1,2,0
5195,542,60,chat,26,4,8,1
5196,1608,364,video_call,41,1,2,0
5197,792,365,video_call,49,5,10,1
5198,912,604,video_call,33,4,8,1
5199,792,654,video_call,26,1,2,0
5200,120,184,chat,48,1,2,0
5201,1879,18,video_call,60,5,10,1
5202,1325,279,chat,41,1,2,0
5203,118,604,video_call,15,4,8,1
5204,243,775,chat,56,2,4,0
5205,49,454,chat,35,3,6,0
5206,795,790,video_call,5,3,6,0
5207,465,170,chat,17,4,8,1
5208,154,654,video_call,42,1,2,0
5209,590,654,chat,12,4,8,1
5210,695,718,chat,5,1,2,0
5211,624,347,chat,30,3,6,0
5212,1280,725,video_call,55,4,8,1
5213,537,75,chat,50,4,8,1
5214,1874,89,video_call,57,5,10,1
5215,1459,545,chat,48,1,2,0
5216,1385,746,video_call,22,3,6,0
5217,710,648,chat,39,1,2,0
5218,1039,682,video_call,48,1,2,0
5219,463,309,video_call,22,2,4,0
5220,604,479,video_call,15,4,8,1
5221,1127,278,chat,20,4,8,1
5222,616,464,video_call,39,3,6,0
5223,1361,686,chat,51,4,8,1
5224,403,572,chat,55,3,6,0
5225,585,292,video_call,42,3,6,0
5226,1302,85,video_call,15,3,6,0
5227,27,196,video_call,35,1,2,0
5228,674,180,chat,42,1,2,0
5229,1401,175,video_call,31,2,4,0
5230,1158,75,video_call,12,4,8,1
5231,1761,201,video_call,41,1,2,0
5232,1650,14,video_call,24,5,10,1
5233,1739,151,chat,21,1,2,0
5234,717,229,video_call,33,5,10,1
5235,1750,627,video_call,37,1,2,0
5236,591,439,video_call,17,3,6,0
5237,1499,302,video_call,41,4,8,1
5238,302,387,video_call,35,4,8,1
5239,982,463,video_call,11,3,6,0
5240,512,658,chat,34,2,4,0
5241,39,364,chat,23,2,4,0
5242,1521,720,video_call,8,5,10,1
5243,1691,727,video_call,54,3,6,0
5244,526,234,video_call,56,3,6,0
5245,1848,373,video_call,57,5,10,1
5246,781,685,chat,42,1,2,0
5247,573,309,chat,51,2,4,0
5248,1280,613,video_call,46,5,10,1
5249,778,209,video_call,48,2,4,0
5250,1433,341,chat,19,5,10,1
5251,1163,702,video_call,12,4,8,1
5252,1561,292,chat,31,1,2,0
5253,1856,710,video_call,30,3,6,0
5254,865,489,chat,51,2,4,0
5255,1838,780,chat,54,2,4,0
5256,532,405,video_call,53,5,10,1
5257,1622,387,chat,43,1,2,0
5258,619,259,chat,42,3,6,0
5259,1195,239,video_call,35,4,8,1
5260,806,446,video_call,12,5,10,1
5261,1105,599,video_call,54,5,10,1
5262,197,1,chat,46,3,6,0
5263,191,9,chat,43,5,10,1
5264,1761,706,chat,28,5,10,1
5265,1381,319,chat,45,1,2,0
5266,138,240,video_call,53,2,4,0
5267,165,36,chat,49,3,6,0
5268,178,288,chat,60,4,8,1
5269,393,79,video_call,57,4,8,1
5270,380,224,video_call,21,2,4,0
5271,555,542,video_call,40,4,8,1
5272,178,267,chat,7,2,4,0
5273,265,368,video_call,13,1,2,0
5274,676,596,video_call,56,1,2,0
5275,1237,551,video_call,6,2,4,0
5276,515,390,video_call,34,2,4,0
5277,1908,504,video_call,26,4,8,1
5278,438,623,video_call,22,4,8,1
5279,536,381,chat,50,3,6,0
5280,1540,141,chat,13,1,2,0
5281,1836,503,video_call,37,5,10,1
5282,602,151,chat,34,2,4,0
5283,903,399,video_call,60,5,10,1
5284,253,623,video_call,19,3,6,0
5285,1327,752,video_call,23,1,2,0
5286,791,83,chat,39,5,10,1
5287,607,722,video_call,49,1,2,0
5288,528,348,video_call,52,2,4,0
5289,1608,436,chat,41,2,4,0
5290,302,649,chat,19,5,10,1
5291,888,598,video_call,14,2,4,0
5292,1085,198,video_call,53,3,6,0
5293,1021,257,video_call,57,5,10,1
5294,546,112,video_call,21,4,8,1
5295,1614,515,video_call,41,2,4,0
5296,1852,398,video_call,20,2,4,0
5297,946,119,video_call,44,3,6,0
5298,137,695,chat,6,5,10,1
5299,1607,602,video_call,59,1,2,0
5300,1116,645,video_call,28,5,10,1
5301,1739,293,video_call,53,1,2,0
5302,1862,462,video_call,41,3,6,0
5303,247,695,chat,39,2,4,0
5304,610,43,chat,59,4,8,1
5305,662,131,chat,11,5,10,1
5306,768,1,chat,32,1,2,0
5307,169,716,video_call,14,4,8,1
5308,10,555,chat,34,2,4,0
5309,1265,26,video_call,57,5,10,1
5310,314,183,chat,45,2,4,0
5311,434,307,chat,40,2,4,0
5312,1255,184,video_call,41,4,8,1
5313,107,268,chat,24,3,6,0
5314,1792,9,video_call,11,5,10,1
5315,980,420,video_call,19,2,4,0
5316,995,295,chat,54,4,8,1
5317,1261,568,chat,18,1,2,0
5318,1572,699,video_call,43,4,8,1
5319,1995,625,video_call,16,1,2,0
5320,1679,372,chat,45,5,10,1
5321,843,279,chat,7,1,2,0
5322,75,256,chat,20,1,2,0
5323,428,125,chat,14,3,6,0
5324,788,671,chat,22,1,2,0
5325,443,112,video_call,15,1,2,0
5326,1501,146,video_call,29,3,6,0
5327,365,528,video_call,60,3,6,0
5328,1656,530,video_call,13,4,8,1
5329,284,736,video_call,52,3,6,0
5330,372,268,chat,27,5,10,1
5331,1383,618,video_call,31,4,8,1
5332,1628,609,video_call,30,4,8,1
5333,1310,694,video_call,49,4,8,1
5334,852,675,video_call,16,1,2,0
5335,1071,674,chat,49,4,8,1
5336,919,77,chat,6,2,4,0
5337,1245,444,chat,35,4,8,1
5338,929,643,video_call,23,4,8,1
5339,150,250,video_call,23,4,8,1
5340,499,203,chat,19,4,8,1
5341,1420,90,video_call,42,5,10,1
5342,1838,312,chat,27,5,10,1
5343,295,254,chat,42,4,8,1
5344,1517,648,video_call,18,3,6,0
5345,952,679,video_call,47,3,6,0
5346,1023,626,chat,24,2,4,0
5347,966,237,video_call,9,4,8,1
5348,1855,505,chat,54,3,6,0
5349,393,258,chat,18,5,10,1
5350,1207,647,video_call,13,5,10,1
5351,421,689,video_call,27,3,6,0
5352,1706,607,chat,28,4,8,1
5353,663,222,video_call,10,3,6,0
5354,20,407,video_call,24,2,4,0
5355,431,258,chat,52,4,8,1
5356,933,100,chat,41,1,2,0
5357,216,299,chat,37,1,2,0
5358,600,638,chat,48,2,4,0
5359,108,784,chat,37,4,8,1
5360,981,140,chat,23,2,4,0
5361,227,618,chat,27,2,4,0
5362,1060,636,chat,16,5,10,1
5363,1741,713,video_call,35,5,10,1
5364,270,573,video_call,23,4,8,1
5365,561,597,chat,29,1,2,0
